,InvoiceDate,Daily Sales,Rolling Mean,Rolling Std
223,2011-07-12,2298546.31,2565223.4385714293,1477088.022761735
224,2011-07-13,2594046.66,2364852.091428572,1339250.6235265082
225,2011-07-14,2544922.36,2064534.9042857147,908643.2671874535
226,2011-07-15,1353496.8699999999,2011176.0642857146,942117.8750348873
227,2011-07-16,1353496.8699999999,1957817.2242857148,971028.4275109596
228,2011-07-17,1706899.3,2149345.0071428576,698847.4750395506
229,2011-07-18,2922900.59,2110615.565714286,635989.6752063035
230,2011-07-19,7971446.149999999,2921029.828571429,2314573.9504557187
231,2011-07-20,1305177.57,2736905.672857143,2394795.1905729515
232,2011-07-21,3912363.44,2932254.398571429,2432008.070374546
233,2011-07-22,1389735.74,2937431.38,2428122.745258999
234,2011-07-23,1389735.74,2942608.3614285723,2424218.294984099
235,2011-07-24,3748650.62,3234287.121428572,2373049.9993072897
236,2011-07-25,1437616.98,3022103.748571429,2469956.3874152573
237,2011-07-26,1974420.03,2165385.731428572,1159597.4858904826
238,2011-07-27,1881824.98,2247763.932857143,1107620.8299751722
239,2011-07-28,4804183.91,2375166.8571428577,1354727.1842520128
240,2011-07-29,3466547.27,2671854.218571429,1330137.0511105864
241,2011-07-30,3466547.27,2968541.580000001,1223869.0676360093
242,2011-07-31,4890120.47,3131608.701428572,1407414.4190597828
243,2011-08-01,2564084.96,3292532.698571429,1235319.904362552
244,2011-08-02,4321535.79,3627834.95,1132145.805768513
245,2011-08-03,2860064.97,3767583.52,921478.6161604526
246,2011-08-04,32360837.189999998,7704248.274285714,10901934.433815086
247,2011-08-05,2617915.22,7583015.124285714,10961469.170051986
248,2011-08-06,2617915.22,7461781.974285714,11019126.291162705
249,2011-08-07,420767.72000000003,6823303.01,11318390.024241824
250,2011-08-08,1072592.78,6610232.698571429,11425466.099127248
251,2011-08-09,1081764.42,6147408.217142857,11597945.478671605
252,2011-08-10,1155471.71,5903894.894285714,11695951.929730374
253,2011-08-11,12166777.12,3019029.170000001,4118423.9635181827
254,2011-08-12,2044052.72,2937048.8128571436,4133423.4577033524
255,2011-08-13,2044052.72,2855068.455714286,4146478.168342008
256,2011-08-14,385269.39,2849997.2657142864,4149971.777766472
257,2011-08-15,2214892.91,3013182.998571429,4090464.0790196904
258,2011-08-16,1048429.88,3008420.921428572,4093105.924196129
259,2011-08-17,1890840.48,3113473.602857143,4046797.2818419277
260,2011-08-18,16440694.6,3724033.2428571433,5646568.911842763
261,2011-08-19,3916213.6799999997,3991484.808571429,5597861.633998511
262,2011-08-20,3916213.6799999997,4258936.374285715,5533666.5190379955
263,2011-08-21,739799.34,4309583.510000001,5493782.311212925
264,2011-08-22,1333684.5,4183696.594285715,5559484.0602513105
265,2011-08-23,2506289.4399999995,4391962.245714285,5448659.673377123
266,2011-08-24,6349119.83,5028859.295714286,5367537.364788794
267,2011-08-25,5392900.529999999,3450603.0,2054630.3251359256
268,2011-08-26,2356901.89,3227844.172857143,2080107.0879886486
269,2011-08-27,2356901.89,3005085.345714286,2077595.1803795325
270,2011-08-28,821880.12,3016811.171428572,2062858.5468631461
271,2011-08-29,821880.12,2943696.2600000007,2140081.723623993
272,2011-08-30,538579.58,2662594.8514285716,2328083.41086477
273,2011-08-31,2043142.42,2047455.2214285717,1666548.9168767487
274,2011-09-01,7560117.46,2357057.6400000006,2421802.9370316314
275,2011-09-02,2397287.96,2362827.078571429,2421850.6093594846
276,2011-09-03,2397287.96,2368596.5171428574,2421882.2461007703
277,2011-09-04,2285021.0,2577616.642857143,2327441.694474446
278,2011-09-05,1784127.56,2715080.562857143,2232959.505860443
279,2011-09-06,1222696.76,2812811.5885714293,2134628.8647685014
280,2011-09-07,1437399.99,2726276.955714286,2182765.4889866393
281,2011-09-08,5514079.56,2433985.8271428575,1437276.457526794
282,2011-09-09,5065931.22,2815220.5785714285,1746567.6797563126
283,2011-09-10,5065931.22,3196455.3300000005,1922526.2515638252
284,2011-09-11,5262253.03,3621774.191428572,2014413.8018261786
285,2011-09-12,2206664.03,3682136.5442857146,1955644.1445811512
286,2011-09-13,4440454.21,4141816.1800000006,1632703.6972754395
287,2011-09-14,4179914.26,4533603.932857143,1126012.818941609
288,2011-09-15,4161554.9,4340386.124285715,1042687.6639331095
289,2011-09-16,3124235.07,4063000.9600000004,1075267.0507424516
290,2011-09-17,3124235.07,3785615.7957142857,1022579.2525698068
291,2011-09-18,693260.68,3132902.602857143,1333789.7774021162
292,2011-09-19,6216922.28,3705796.638571429,1684724.3821998117
293,2011-09-20,1623840.5999999999,3303423.265714287,1811595.3533127871
294,2011-09-21,3598425.28,3220353.4114285717,1777721.0066729728
295,2011-09-22,6952066.75,3618997.961428572,2268962.8219323815
296,2011-09-23,2904831.67,3587654.6185714295,2278432.211739613
297,2011-09-24,2904831.67,3556311.275714286,2287361.3883710126
298,2011-09-25,2622855.56,3831967.687142858,1980509.5466197333
299,2011-09-26,3166142.2,3396141.961428572,1681280.0238949566
300,2011-09-27,3634834.8,3683426.8471428575,1488758.376916482
301,2011-09-28,5382454.859999999,3938288.2157142865,1618806.130597476
302,2011-09-29,4873832.15,3641397.558571429,1072269.6095919043
303,2011-09-30,2530009.1,3587851.477142858,1123325.2283370206
304,2011-10-01,2530009.1,3534305.3957142862,1169301.8978423134
305,2011-10-02,420196.93,3219639.8771428573,1652141.6193812808
306,2011-10-03,2360547.49,3104554.918571429,1684235.606900661
307,2011-10-04,2394753.7,2927400.475714286,1684380.8268016288
308,2011-10-05,6314813.16,3060594.518571429,1929849.7657707483
309,2011-10-06,7584921.13,3447892.9442857145,2532377.6968032494
310,2011-10-07,4437107.1,3720335.5157142864,2519724.852927984
311,2011-10-08,4437107.1,3992778.0871428577,2472225.3757759654
312,2011-10-09,611498.4500000001,4020106.875714286,2426790.667842852
313,2011-10-10,9270487.41,5007241.15,2981252.464568705
314,2011-10-11,5377389.21,5433331.937142857,2749795.2330637276
315,2011-10-12,3479841.0,5028335.914285715,2806516.4702948867
316,2011-10-13,3392159.35,4429369.9457142865,2610518.2228815784
317,2011-10-14,3440523.12,4287000.805714286,2637066.1642874754
318,2011-10-15,3440523.12,4144631.6657142863,2654455.9234626843
319,2011-10-16,312787.0,4101958.601428572,2722256.2268244675
320,2011-10-17,4338435.84,3397379.805714287,1545492.7084183483
321,2011-10-18,4386603.18,3255838.9442857155,1369256.1974566968
322,2011-10-19,3656304.21,3281047.974285715,1375676.939265783
323,2011-10-20,1775851.71,3050146.8828571434,1485203.9761938555
324,2011-10-21,1577499.57,2784000.6614285717,1568196.6781777733
325,2011-10-22,1577499.57,2517854.4400000004,1596048.8398663076
326,2011-10-23,494472.19,2543809.4671428576,1555167.1435390539
327,2011-10-24,2520951.59,2284168.8600000003,1342833.758407385
328,2011-10-25,8933130.02,2933672.6942857145,2818234.7559634685
329,2011-10-26,3630928.46,2930047.5871428577,2817166.4293467095
330,2011-10-27,7975300.95,3815683.1928571435,3322913.393737339
331,2011-10-28,7990995.87,4731896.950000001,3483249.3693511994
332,2011-10-29,7990995.87,5648110.707142858,3356424.844296451
333,2011-10-30,3215589.06,6036841.688571429,2765649.8808130072
334,2011-10-31,2700790.67,6062532.985714287,2728126.600602285
335,2011-11-01,1845814.66,5050059.362857143,2799425.9750818284
336,2011-11-02,4443577.64,5166152.102857143,2747127.579567665
337,2011-11-03,3199512.44,4483896.601428572,2516555.3826623033
338,2011-11-04,6341299.57,4248225.701428572,2189357.6325920993
339,2011-11-05,6341299.57,4012554.8014285723,1767463.5938323392
340,2011-11-06,5189212.18,4294500.961428572,1776535.864479942
341,2011-11-07,1983176.46,4191984.6457142862,1900228.9054956087
342,2011-11-08,2500846.49,4285560.621428573,1777608.823528404
343,2011-11-09,12797500.469999999,5478978.168571429,3683698.125789195
344,2011-11-10,4526626.899999999,5668565.94857143,3579506.3798052194
345,2011-11-11,5089928.63,5489798.671428571,3571548.2633306533
346,2011-11-12,5089928.63,5311031.394285715,3553094.4278174825
347,2011-11-13,2939279.2,4989612.397142857,3665925.927283708
348,2011-11-14,5209242.38,5450478.957142858,3419475.393690473
349,2011-11-15,6639671.4399999995,6041739.664285714,3173420.717766842
350,2011-11-16,6061213.63,5079412.972857143,1176234.1643124695
351,2011-11-17,8251148.5,5611487.487142858,1636753.47595496
352,2011-11-18,4831907.859999999,5574627.377142857,1653278.6479160844
353,2011-11-19,4831907.859999999,5537767.267142857,1668690.6272898517
354,2011-11-20,2253484.43,5439796.585714286,1856266.6922239491
355,2011-11-21,3409110.67,5182634.912857143,2011714.0850760937
356,2011-11-22,4112694.27,4821638.1742857145,1931819.0210936698
357,2011-11-23,6070781.91,4823005.071428572,1932845.4009898722
358,2011-11-24,3863916.42,4196257.631428571,1213352.4676409224
359,2011-11-25,7305118.17,4549573.390000001,1694131.2288210986
360,2011-11-26,7305118.17,4902889.14857143,1994157.0411100225
361,2011-11-27,357348.94,4632012.65,2482906.4189055692
362,2011-11-28,4978520.51,4856214.055714286,2424240.783638557
363,2011-11-29,5450053.47,5047265.37,2408525.8149511777
364,2011-11-30,6121439.05,5054502.104285715,2412186.974600944
365,2011-12-01,3916683.44,5062040.250000001,2407924.9461687934
366,2011-12-02,3414815.98,4506282.794285715,2247535.690176512
367,2011-12-03,3414815.98,3950525.3385714293,1893156.7980037283
368,2011-12-04,2786957.3,4297612.247142858,1231797.106222512
369,2011-12-05,5073254.09,4311145.615714286,1241010.7981600047
370,2011-12-06,6162110.04,4412867.9828571435,1372174.2434591432
371,2011-12-07,3923647.94,4098897.824285715,1149438.50509846
372,2011-12-08,3290309.13,4009415.7800000007,1189665.0511073195
373,2011-12-09,2996934.69,3949718.4528571432,1234128.5888113268
