CustomerID,NextPurchaseDay,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,Segment
13672,499.0,240,0,16,0,-39552.240000000005,0,0,Low-Value
13680,297.0,275,0,91,0,902209.7200000001,0,0,Low-Value
13693,499.0,264,0,4,0,-2602.9300000000003,0,0,Low-Value
13703,499.0,257,0,1,0,159.8,0,0,Low-Value
13706,499.0,241,0,20,0,140021.29,0,0,Low-Value
13747,499.0,312,0,1,0,22371.04,0,0,Low-Value
13786,499.0,306,0,7,0,262203.72,0,0,Low-Value
13800,499.0,248,0,33,0,119986.75,0,0,Low-Value
13807,499.0,306,0,7,0,32889.8,0,0,Low-Value
13809,499.0,244,0,12,0,35763.74,0,0,Low-Value
13817,322.0,290,0,9,0,60910.9,0,0,Low-Value
13819,499.0,240,0,36,0,1826980.1,0,0,Low-Value
13829,499.0,297,0,1,0,-191.88,0,0,Low-Value
13859,499.0,265,0,28,0,113317.85,0,0,Low-Value
13874,499.0,296,0,18,0,183323.53,0,0,Low-Value
13893,499.0,236,0,21,0,95152.82,0,0,Low-Value
13894,278.0,240,0,11,0,116261.61,0,0,Low-Value
13898,499.0,264,0,12,0,273034.02,0,0,Low-Value
13904,257.0,233,0,17,0,161672.07,0,0,Low-Value
13922,499.0,290,0,7,0,66286.75,0,0,Low-Value
13932,499.0,233,0,16,0,6665.88,0,0,Low-Value
13948,499.0,299,0,3,0,32228.92,0,0,Low-Value
13958,499.0,310,0,5,0,-51354.869999999995,0,0,Low-Value
13963,499.0,247,0,35,0,400455.47,0,0,Low-Value
14068,499.0,259,0,24,0,83480.31999999999,0,0,Low-Value
14082,499.0,303,0,29,0,38191.79,0,0,Low-Value
14090,499.0,263,0,1,0,159227.27999999997,0,0,Low-Value
14119,499.0,293,0,1,0,-33.98,0,0,Low-Value
14130,499.0,258,0,66,0,192857.74,0,0,Low-Value
14142,499.0,311,0,22,0,276860.43,0,0,Low-Value
14150,324.0,298,0,12,0,455381.3599999999,0,0,Low-Value
14176,499.0,236,0,32,0,349377.97000000003,0,0,Low-Value
14185,499.0,270,0,3,0,3262.84,0,0,Low-Value
14213,499.0,310,0,5,0,-52370.060000000005,0,0,Low-Value
14229,240.0,230,0,29,0,223608.21,0,0,Low-Value
14237,499.0,312,0,9,0,23880.170000000002,0,0,Low-Value
14238,499.0,265,0,8,0,73468.89,0,0,Low-Value
14248,499.0,257,0,8,0,25342.620000000003,0,0,Low-Value
14270,499.0,270,0,29,0,261722.88,0,0,Low-Value
14295,292.0,271,0,2,0,-3263.99,0,0,Low-Value
14355,499.0,304,0,11,0,69143.14,0,0,Low-Value
14368,499.0,258,0,8,0,51245.88,0,0,Low-Value
14371,499.0,233,0,4,0,86190.94,0,0,Low-Value
14373,499.0,297,0,4,0,23006.829999999998,0,0,Low-Value
14379,251.0,234,0,17,0,46236.96,0,0,Low-Value
14386,499.0,235,0,7,0,44300.76,0,0,Low-Value
14411,499.0,249,0,14,0,59168.32,0,0,Low-Value
14413,499.0,301,0,22,0,65226.36,0,0,Low-Value
14431,499.0,237,0,21,0,206282.61000000002,0,0,Low-Value
14438,499.0,245,0,9,0,142910.98,0,0,Low-Value
14439,499.0,258,0,32,0,227985.96000000002,0,0,Low-Value
14448,354.0,302,0,18,0,54725.11,0,0,Low-Value
14457,499.0,249,0,4,0,184787.76,0,0,Low-Value
14467,266.0,251,0,15,0,12596.68,0,0,Low-Value
14496,499.0,250,0,19,0,187239.0,0,0,Low-Value
14497,499.0,240,0,31,0,168730.7,0,0,Low-Value
14520,289.0,229,0,1,0,249798.99999999997,0,0,Low-Value
14544,337.0,300,0,54,0,626873.72,0,0,Low-Value
14549,499.0,250,0,56,0,94931.14,0,0,Low-Value
14555,244.0,240,0,14,0,71701.35,0,0,Low-Value
14576,499.0,310,0,1,0,7331.88,0,0,Low-Value
14589,499.0,310,0,3,0,18021.13,0,0,Low-Value
14594,365.0,312,0,31,0,103536.04,0,0,Low-Value
14600,499.0,244,0,25,0,46191.82,0,0,Low-Value
14618,326.0,276,0,6,0,82214.51999999999,0,0,Low-Value
14627,499.0,250,0,5,0,-4001.12,0,0,Low-Value
14673,329.0,306,0,15,0,189433.62,0,0,Low-Value
14679,499.0,310,0,1,0,-199.0,0,0,Low-Value
14723,317.0,296,0,84,0,238038.21,0,0,Low-Value
14729,499.0,312,0,71,0,124250.43000000001,0,0,Low-Value
14754,250.0,234,0,15,0,225418.87,0,0,Low-Value
14760,499.0,233,0,7,0,15683.16,0,0,Low-Value
14761,276.0,273,0,7,0,47162.159999999996,0,0,Low-Value
14777,353.0,297,0,1,0,-24.99,0,0,Low-Value
14782,499.0,258,0,6,0,118285.3,0,0,Low-Value
14784,297.0,262,0,4,0,171446.19999999998,0,0,Low-Value
14805,260.0,252,0,19,0,41338.91,0,0,Low-Value
14813,499.0,308,0,29,0,13213.07,0,0,Low-Value
14821,499.0,305,0,2,0,3171.3599999999997,0,0,Low-Value
14850,499.0,250,0,22,0,132662.12,0,0,Low-Value
14865,364.0,310,0,3,0,42479.04,0,0,Low-Value
14889,499.0,275,0,10,0,114647.99,0,0,Low-Value
14932,499.0,304,0,17,0,93890.64,0,0,Low-Value
14935,499.0,236,0,10,0,182536.81,0,0,Low-Value
14987,349.0,304,0,2,0,185407.03999999998,0,0,Low-Value
15012,319.0,312,0,52,0,81314.9,0,0,Low-Value
15028,325.0,307,0,14,0,35479.4,0,0,Low-Value
15052,499.0,258,0,28,0,48855.38,0,0,Low-Value
15070,499.0,311,0,1,0,93455.28,0,0,Low-Value
15090,499.0,247,0,23,0,39074.3,0,0,Low-Value
15100,499.0,268,0,6,0,92799.42,0,0,Low-Value
15101,328.0,275,0,5,0,15825.34,0,0,Low-Value
15107,499.0,250,0,20,0,79599.3,0,0,Low-Value
15160,499.0,296,0,4,0,81500.76,0,0,Low-Value
15165,499.0,312,0,27,0,84839.78,0,0,Low-Value
15167,499.0,259,0,39,0,62422.87,0,0,Low-Value
15171,499.0,263,0,7,0,253411.0,0,0,Low-Value
15174,499.0,261,0,11,0,91457.71,0,0,Low-Value
15180,499.0,306,0,6,0,51272.2,0,0,Low-Value
15204,499.0,296,0,9,0,165220.90000000002,0,0,Low-Value
15211,304.0,304,0,23,0,78796.35,0,0,Low-Value
15213,499.0,257,0,25,0,324417.27999999997,0,0,Low-Value
15221,499.0,305,0,11,0,55668.43,0,0,Low-Value
15222,499.0,257,0,5,0,324272.6,0,0,Low-Value
15224,499.0,297,0,16,0,280042.12,0,0,Low-Value
15226,499.0,249,0,8,0,29887.25,0,0,Low-Value
15236,499.0,237,0,15,0,224814.99000000002,0,0,Low-Value
15262,499.0,262,0,10,0,48227.01,0,0,Low-Value
15266,499.0,277,0,6,0,29385.809999999998,0,0,Low-Value
15279,499.0,293,0,21,0,165722.75,0,0,Low-Value
15303,499.0,229,0,31,0,116005.77,0,0,Low-Value
15316,499.0,265,0,1,0,93900.0,0,0,Low-Value
15326,499.0,272,0,29,0,413679.32,0,0,Low-Value
15332,499.0,305,0,35,0,724581.22,0,0,Low-Value
15346,499.0,271,0,17,0,81189.05,0,0,Low-Value
15347,499.0,305,0,5,0,41412.58,0,0,Low-Value
15350,499.0,312,0,5,0,13831.65,0,0,Low-Value
15361,499.0,300,0,7,0,625438.56,0,0,Low-Value
15395,499.0,264,0,7,0,15006.32,0,0,Low-Value
15397,499.0,228,0,6,0,1252.96,0,0,Low-Value
15406,269.0,240,0,43,0,175814.43,0,0,Low-Value
15415,499.0,252,0,47,0,535194.59,0,0,Low-Value
15422,499.0,262,0,6,0,42658.100000000006,0,0,Low-Value
15447,499.0,269,0,9,0,118775.43,0,0,Low-Value
15448,499.0,251,0,28,0,125452.36,0,0,Low-Value
15454,499.0,301,0,25,0,141695.9,0,0,Low-Value
15460,499.0,293,0,56,0,115992.18,0,0,Low-Value
15464,499.0,277,0,155,0,297499.75,0,0,Low-Value
15468,309.0,299,0,1,0,-43.99,0,0,Low-Value
15485,305.0,274,0,42,0,506774.18,0,0,Low-Value
15497,295.0,251,0,11,0,1416923.88,0,0,Low-Value
15503,499.0,301,0,65,0,53694.85,0,0,Low-Value
15510,499.0,269,0,1,0,49.98,0,0,Low-Value
15525,355.0,312,0,47,0,96095.83,0,0,Low-Value
15545,316.0,309,0,30,0,124147.62999999999,0,0,Low-Value
15562,499.0,290,0,1,0,23399.61,0,0,Low-Value
15607,499.0,275,0,13,0,74399.26000000001,0,0,Low-Value
15638,499.0,240,0,2,0,-83216.24,0,0,Low-Value
15649,499.0,275,0,2,0,122837.75999999998,0,0,Low-Value
15661,499.0,256,0,5,0,68861.4,0,0,Low-Value
15664,308.0,297,0,2,0,-12002.74,0,0,Low-Value
15670,499.0,235,0,12,0,29179.95,0,0,Low-Value
15680,325.0,305,0,30,0,440451.77,0,0,Low-Value
15723,499.0,303,0,38,0,82345.86,0,0,Low-Value
15753,499.0,243,0,1,0,215136.0,0,0,Low-Value
15789,499.0,297,0,24,0,266671.94,0,0,Low-Value
15820,499.0,258,0,17,0,122133.24999999999,0,0,Low-Value
15822,356.0,298,0,16,0,120140.07,0,0,Low-Value
15823,499.0,276,0,17,0,-489907.94,0,0,Low-Value
15843,499.0,242,0,8,0,9468.720000000001,0,0,Low-Value
15880,499.0,308,0,97,0,172362.7,0,0,Low-Value
15881,499.0,250,0,32,0,124519.69,0,0,Low-Value
15899,499.0,307,0,4,0,16889.260000000002,0,0,Low-Value
15919,349.0,307,0,39,0,127152.72,0,0,Low-Value
15922,499.0,311,0,12,0,106317.9,0,0,Low-Value
15923,499.0,311,0,21,0,122217.85,0,0,Low-Value
15940,499.0,250,0,2,0,18543.72,0,0,Low-Value
15945,499.0,304,0,2,0,38967.479999999996,0,0,Low-Value
15965,338.0,306,0,16,0,60594.55,0,0,Low-Value
15967,295.0,257,0,33,0,59120.93,0,0,Low-Value
15970,499.0,242,0,11,0,129047.0,0,0,Low-Value
15983,338.0,299,0,80,0,951661.1,0,0,Low-Value
16030,499.0,248,0,29,0,349462.73,0,0,Low-Value
16065,499.0,304,0,73,0,186910.49,0,0,Low-Value
16073,499.0,230,0,2,0,4698.629999999999,0,0,Low-Value
16084,499.0,238,0,38,0,115895.7,0,0,Low-Value
16124,499.0,255,0,16,0,5560.57,0,0,Low-Value
16125,499.0,306,0,13,0,124746.81,0,0,Low-Value
16134,332.0,292,0,19,0,209288.1,0,0,Low-Value
16138,499.0,307,0,1,0,-16.78,0,0,Low-Value
16148,499.0,235,0,1,0,159227.27999999997,0,0,Low-Value
16202,499.0,299,0,18,0,123886.89,0,0,Low-Value
16208,244.0,228,0,40,0,421547.89999999997,0,0,Low-Value
16222,499.0,257,0,122,0,369728.15,0,0,Low-Value
16252,499.0,305,0,21,0,-262927.82,0,0,Low-Value
16262,499.0,299,0,3,0,-1165.86,0,0,Low-Value
16270,499.0,292,0,54,0,363548.27,0,0,Low-Value
16274,499.0,312,0,64,0,128407.42,0,0,Low-Value
16282,499.0,278,0,11,0,99386.32,0,0,Low-Value
16315,499.0,269,0,14,0,100257.06999999999,0,0,Low-Value
16349,499.0,229,0,9,0,1913.93,0,0,Low-Value
16351,499.0,271,0,8,0,123927.16,0,0,Low-Value
16367,325.0,301,0,34,0,39594.69,0,0,Low-Value
16387,499.0,261,0,4,0,174641.31999999998,0,0,Low-Value
16403,499.0,240,0,15,0,144624.66,0,0,Low-Value
16405,499.0,241,0,5,0,252737.82,0,0,Low-Value
16411,349.0,308,0,20,0,63308.06,0,0,Low-Value
16425,499.0,241,0,21,0,213125.19,0,0,Low-Value
16494,499.0,235,0,50,0,644409.33,0,0,Low-Value
16499,499.0,299,0,22,0,48582.560000000005,0,0,Low-Value
16500,294.0,269,0,1,0,14.99,0,0,Low-Value
16509,499.0,235,0,13,0,10117.869999999999,0,0,Low-Value
16510,499.0,311,0,13,0,94991.33,0,0,Low-Value
16519,340.0,304,0,5,0,27324.800000000003,0,0,Low-Value
16546,499.0,229,0,31,0,-482955.19,0,0,Low-Value
16560,331.0,297,0,21,0,245042.62,0,0,Low-Value
16565,499.0,303,0,3,0,29216.57,0,0,Low-Value
16579,499.0,304,0,1,0,-1762.1999999999998,0,0,Low-Value
16583,499.0,312,0,14,0,80978.32,0,0,Low-Value
16596,350.0,305,0,6,0,50770.58,0,0,Low-Value
16658,499.0,307,0,8,0,70265.55,0,0,Low-Value
16665,499.0,301,0,9,0,67528.99,0,0,Low-Value
16679,499.0,305,0,3,0,16194.63,0,0,Low-Value
16718,499.0,308,0,44,0,230934.58,0,0,Low-Value
16725,499.0,240,0,142,0,292886.95,0,0,Low-Value
16727,499.0,303,0,44,0,106905.01,0,0,Low-Value
16738,499.0,236,0,1,0,1199.97,0,0,Low-Value
16752,499.0,311,0,9,0,6169.78,0,0,Low-Value
16754,499.0,310,0,2,0,2723957.2,0,0,Low-Value
16757,499.0,257,0,7,0,150821.67,0,0,Low-Value
16765,499.0,233,0,1,0,3319.96,0,0,Low-Value
16781,499.0,304,0,19,0,150781.66,0,0,Low-Value
16795,499.0,304,0,66,0,173611.75,0,0,Low-Value
16812,499.0,299,0,15,0,93052.31,0,0,Low-Value
16850,499.0,272,0,19,0,147637.89,0,0,Low-Value
16858,499.0,305,0,13,0,129226.09,0,0,Low-Value
16863,329.0,299,0,10,0,81730.84,0,0,Low-Value
16885,305.0,295,0,28,0,29221.989999999998,0,0,Low-Value
16893,499.0,305,0,45,0,68862.59999999999,0,0,Low-Value
16897,499.0,238,0,44,0,48174.57,0,0,Low-Value
16913,499.0,229,0,8,0,43112.51,0,0,Low-Value
16916,348.0,311,0,49,0,58520.92,0,0,Low-Value
16926,499.0,310,0,14,0,24693.02,0,0,Low-Value
16995,499.0,310,0,1,0,-599.0,0,0,Low-Value
17018,285.0,264,0,6,0,118268.1,0,0,Low-Value
17025,312.0,312,0,5,0,132315.74,0,0,Low-Value
17044,333.0,297,0,3,0,-6866.97,0,0,Low-Value
17062,499.0,252,0,70,0,347367.02999999997,0,0,Low-Value
17082,285.0,257,0,24,0,338904.92,0,0,Low-Value
17094,499.0,256,0,15,0,106670.34000000001,0,0,Low-Value
17095,276.0,237,0,36,0,124323.23,0,0,Low-Value
17118,499.0,256,0,10,0,150856.54,0,0,Low-Value
17128,499.0,273,0,14,0,55120.37,0,0,Low-Value
17135,237.0,228,0,21,0,1451904.14,0,0,Low-Value
17181,316.0,312,0,2,0,258264.0,0,0,Low-Value
17198,341.0,304,0,77,0,248904.05000000002,0,0,Low-Value
17223,499.0,249,0,48,0,158335.32,0,0,Low-Value
17226,499.0,247,0,21,0,347859.19,0,0,Low-Value
17235,347.0,311,0,10,0,112488.9,0,0,Low-Value
17239,499.0,251,0,16,0,278298.24,0,0,Low-Value
17251,499.0,301,0,37,0,103086.03,0,0,Low-Value
17255,258.0,238,0,37,0,48236.0,0,0,Low-Value
17291,499.0,247,0,1,0,1026.72,0,0,Low-Value
17303,499.0,300,0,52,0,130105.58,0,0,Low-Value
17307,499.0,304,0,1,0,-1439856.0,0,0,Low-Value
17324,310.0,270,0,17,0,709352.14,0,0,Low-Value
17329,300.0,254,0,16,0,57742.74,0,0,Low-Value
17334,499.0,239,0,12,0,100432.26,0,0,Low-Value
17343,499.0,294,0,17,0,49397.36,0,0,Low-Value
17356,499.0,250,0,19,0,125657.79999999999,0,0,Low-Value
17358,499.0,241,0,57,0,137412.95,0,0,Low-Value
17371,343.0,300,0,7,0,188755.53999999998,0,0,Low-Value
17392,499.0,245,0,56,0,315879.32,0,0,Low-Value
17406,499.0,269,0,110,0,764242.57,0,0,Low-Value
17418,281.0,262,0,12,0,90816.07,0,0,Low-Value
17430,332.0,304,0,5,0,39919.84,0,0,Low-Value
17431,499.0,252,0,43,0,195589.95,0,0,Low-Value
17456,499.0,304,0,17,0,124366.78,0,0,Low-Value
17496,499.0,297,0,10,0,197359.91,0,0,Low-Value
17499,499.0,228,0,40,0,348205.21,0,0,Low-Value
17517,499.0,247,0,11,0,24994.02,0,0,Low-Value
17524,499.0,300,0,6,0,63128.09,0,0,Low-Value
17525,499.0,298,0,9,0,184819.46,0,0,Low-Value
17537,273.0,242,0,59,0,169119.2,0,0,Low-Value
17540,291.0,255,0,8,0,143075.12,0,0,Low-Value
17547,499.0,311,0,2,0,-7147.93,0,0,Low-Value
17551,499.0,298,0,39,0,127853.57,0,0,Low-Value
17555,314.0,273,0,49,0,184904.64,0,0,Low-Value
17569,499.0,271,0,29,0,271028.20999999996,0,0,Low-Value
17619,499.0,251,0,74,0,139267.45,0,0,Low-Value
17643,499.0,312,0,8,0,35610.590000000004,0,0,Low-Value
17691,499.0,296,0,19,0,81471.56,0,0,Low-Value
17711,279.0,228,0,13,0,131112.02,0,0,Low-Value
17714,499.0,259,0,10,0,47846.020000000004,0,0,Low-Value
17732,499.0,311,0,18,0,185014.83,0,0,Low-Value
17752,499.0,298,0,1,0,259008.0,0,0,Low-Value
17760,351.0,312,0,9,0,98482.82999999999,0,0,Low-Value
17771,266.0,262,0,22,0,58080.08,0,0,Low-Value
17796,273.0,252,0,76,0,86501.04000000001,0,0,Low-Value
17812,329.0,307,0,29,0,118986.32999999999,0,0,Low-Value
17829,499.0,237,0,30,0,803642.3,0,0,Low-Value
17843,499.0,242,0,36,0,78342.17,0,0,Low-Value
17855,499.0,311,0,17,0,163581.84,0,0,Low-Value
17859,499.0,243,0,23,0,55529.2,0,0,Low-Value
17860,499.0,307,0,52,0,48731.91,0,0,Low-Value
17862,499.0,262,0,11,0,101955.8,0,0,Low-Value
17880,499.0,303,0,26,0,229609.88,0,0,Low-Value
17881,499.0,242,0,8,0,13267.37,0,0,Low-Value
17884,308.0,250,0,91,0,511550.84,0,0,Low-Value
17890,499.0,261,0,91,0,316032.85,0,0,Low-Value
17908,499.0,312,0,54,0,141858.78,0,0,Low-Value
17912,499.0,249,0,39,0,91897.73,0,0,Low-Value
17913,296.0,294,0,31,0,70194.56999999999,0,0,Low-Value
17925,499.0,311,0,1,0,43199.28,0,0,Low-Value
17951,314.0,293,0,10,0,41503.22,0,0,Low-Value
17964,340.0,311,0,35,0,72868.16,0,0,Low-Value
17967,499.0,310,0,42,0,52371.87,0,0,Low-Value
17968,499.0,312,0,81,0,169489.41999999998,0,0,Low-Value
17976,499.0,311,0,57,0,68355.97,0,0,Low-Value
17978,499.0,304,0,12,0,645263.48,0,0,Low-Value
17999,329.0,305,0,38,0,96307.58,0,0,Low-Value
18004,499.0,301,0,37,0,67047.43,0,0,Low-Value
18011,499.0,311,0,28,0,38306.22,0,0,Low-Value
18032,499.0,273,0,5,0,29957.760000000002,0,0,Low-Value
18050,499.0,298,0,5,0,41445.86,0,0,Low-Value
18068,499.0,228,0,1,0,65.94,0,0,Low-Value
18074,499.0,312,0,13,0,54292.020000000004,0,0,Low-Value
18084,284.0,239,0,1,0,-21.26,0,0,Low-Value
18085,499.0,269,0,29,0,333879.56,0,0,Low-Value
18095,499.0,251,0,21,0,355067.6,0,0,Low-Value
18106,499.0,268,0,37,0,183712.85,0,0,Low-Value
18113,499.0,307,0,1,0,159227.27999999997,0,0,Low-Value
18114,499.0,229,0,28,0,25854.88,0,0,Low-Value
18119,499.0,306,0,29,0,52090.329999999994,0,0,Low-Value
18138,499.0,234,0,8,0,39987.659999999996,0,0,Low-Value
18141,499.0,299,0,1,0,-551.88,0,0,Low-Value
18156,356.0,308,0,50,0,89942.45,0,0,Low-Value
18159,499.0,240,0,23,0,8267.53,0,0,Low-Value
18176,499.0,292,0,33,0,221560.19,0,0,Low-Value
18212,499.0,265,0,33,0,102064.92,0,0,Low-Value
18233,499.0,264,0,1,0,47.8,0,0,Low-Value
18250,499.0,240,0,22,0,144639.6,0,0,Low-Value
18256,499.0,293,0,4,0,-33374.3,0,0,Low-Value
18269,499.0,297,0,8,0,80597.38,0,0,Low-Value
18277,260.0,257,0,1,0,-39.99,0,0,Low-Value
12347,90.0,68,2,124,0,1085038.72,0,2,Low-Value
12358,149.0,89,2,12,0,202441.82,0,2,Low-Value
12359,132.0,128,2,145,0,425018.26,0,2,Low-Value
12383,499.0,123,2,100,0,816497.38,0,2,Low-Value
12397,99.0,74,2,70,0,239636.81,0,2,Low-Value
12405,499.0,87,2,54,0,556426.49,0,2,Low-Value
12406,100.0,61,2,52,0,260897.6,0,2,Low-Value
12407,84.0,72,2,64,0,1100327.45,0,2,Low-Value
12424,499.0,101,2,30,0,512832.25,0,2,Low-Value
12426,499.0,133,2,30,0,143007.77,0,2,Low-Value
12429,163.0,111,2,70,0,544416.92,0,2,Low-Value
12432,127.0,109,2,76,0,1620674.47,0,2,Low-Value
12438,125.0,79,2,49,0,405426.10000000003,0,2,Low-Value
12450,499.0,95,2,8,0,48235.1,0,2,Low-Value
12453,499.0,73,2,43,0,273977.91,0,2,Low-Value
12463,121.0,114,2,64,0,637027.85,0,2,Low-Value
12465,152.0,108,2,26,0,236620.24,0,2,Low-Value
12468,499.0,82,2,40,0,175569.35,0,2,Low-Value
12480,115.0,82,2,114,0,1266756.48,0,2,Low-Value
12493,499.0,104,2,23,0,109552.04,0,2,Low-Value
12494,116.0,96,2,56,0,300014.28,0,2,Low-Value
12507,499.0,72,2,23,0,241797.25,0,2,Low-Value
12510,499.0,81,2,33,0,504140.69,0,2,Low-Value
12521,499.0,81,2,38,0,244990.32,0,2,Low-Value
12534,499.0,69,2,63,0,661568.98,0,2,Low-Value
12541,143.0,112,2,28,0,414921.60000000003,0,2,Low-Value
12547,499.0,136,2,8,0,163620.72,0,2,Low-Value
12548,499.0,105,2,5,0,59936.04,0,2,Low-Value
12556,100.0,90,2,65,0,110688.08,0,2,Low-Value
12571,81.0,60,2,14,0,212874.68,0,2,Low-Value
12589,115.0,83,2,10,0,20456.68,0,2,Low-Value
12594,74.0,60,2,94,0,1334082.78,0,2,Low-Value
